repeated_states,sum_reward,attempt,victory,total steps,actions
48,-11.999999999999973,99,True,119,"[2, 2, 2, 5, 5, 5, 0, 6, 6, 6, 3, 3, 0, 4, 4, 4, 6, 7, 7, 7, 2, 8, 8, 8, 5, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 5, 2, 2, 2, 2, 2, 7, 7, 7, 5, 8, 8, 8, 0, 3, 3, 3, 6, 1, 4, 4, 4, 1, 1, 1, 1, 1, 4, 4, 4, 4, 0, 1, 1, 1, 1, 8, 6, 6, 6, 6, 6, 2, 0, 4, 8, 3, 3, 3, 3, 3, 1, 1, 1, 1, 3, 3, 3, 7, 5, 1, 8, 8, 8, 8, 4, 4, 4, 4, 0, 8, 5, 5, 2, 2, 2, 2, 2, 7, 7]"
15,-11.999999999999973,100,True,119,"[6, 0, 7, 7, 7, 7, 8, 3, 3, 3, 3, 3, 1, 1, 1, 4, 4, 7, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4]"
20,-11.999999999999975,101,True,119,"[5, 4, 4, 4, 4, 4, 4, 1, 2, 2, 3, 3, 3, 3, 3, 3, 2, 4, 4, 4, 4, 4, 4, 1, 1, 4, 2, 2, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 1, 1, 8, 3, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3]"
35,-11.999999999999975,102,True,119,"[3, 0, 3, 3, 3, 3, 3, 7, 8, 8, 8, 8, 8, 8, 1, 7, 7, 7, 7, 7, 7, 2, 2, 2, 2, 7, 7, 1, 1, 1, 1, 1, 4, 1, 1, 8, 8, 8, 8, 8, 5, 2, 2, 2, 2, 2, 5, 5, 5, 5, 5, 2, 2, 2, 2, 2, 5, 5, 5, 5, 5, 2, 2, 2, 2, 2, 7, 7, 2, 5, 5, 5, 5, 5, 8, 8, 2, 2, 2, 2, 2, 7, 7, 8, 8, 4, 5, 5, 5, 5, 5, 7, 7, 7, 7, 7, 4, 4, 4, 4, 7, 7, 7, 7, 4, 4, 4, 4, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 4, 5]"
0,0.0,103,False,0,[]
13,-10.999999999999977,104,True,119,"[6, 6, 2, 2, 4, 4, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 2, 2, 2, 8, 1, 1, 3, 3, 3, 3, 3, 1, 8, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6]"
35,-10.999999999999979,105,True,119,"[0, 8, 8, 8, 8, 8, 8, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 4, 4, 1, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 8, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1, 1, 1, 3, 3, 1, 2, 2, 2, 4, 4, 1, 1, 1, 3, 3, 4, 4, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 7, 1, 1, 1, 1, 1, 1, 1, 1, 4, 4, 7, 7, 8, 8, 2, 2, 2, 2, 7, 7, 0, 2, 2, 2, 2, 2]"
15,-11.999999999999973,106,True,119,"[6, 6, 8, 3, 3, 0, 7, 4, 5, 2, 2, 2, 2, 4, 7, 3, 7, 7, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6]"
52,-10.999999999999979,107,True,119,"[1, 7, 7, 4, 4, 4, 0, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 0, 1, 1, 1, 1, 1, 8, 8, 0, 1, 1, 1, 1, 7, 7, 7, 2, 2, 2, 1, 1, 1, 7, 0, 2, 2, 2, 4, 4, 8, 0, 2, 2, 8, 8, 2, 2, 2, 2, 2, 7, 7, 7, 0, 2, 1, 3, 4, 4, 4, 8, 5, 5, 5, 5, 5, 3, 3, 5, 5, 3, 3, 1, 1, 1, 5, 3, 8, 8, 8, 4, 7, 7, 7, 4, 4, 4, 0, 2, 2, 2, 2, 7, 7, 5, 5, 5, 0, 3, 3, 2, 4, 4, 4, 0, 8, 1, 1, 1, 2, 2, 2, 2]"
74,-11.999999999999973,108,True,119,"[2, 5, 7, 7, 3, 1, 1, 8, 5, 3, 0, 2, 2, 4, 4, 4, 4, 2, 0, 7, 7, 7, 0, 6, 5, 5, 4, 6, 6, 4, 4, 4, 6, 5, 8, 7, 7, 7, 1, 1, 7, 7, 6, 6, 6, 1, 1, 6, 6, 6, 1, 1, 6, 6, 6, 1, 1, 6, 6, 6, 8, 8, 8, 1, 1, 1, 1, 7, 7, 7, 1, 1, 1, 6, 6, 6, 1, 1, 6, 6, 1, 1, 6, 6, 6, 1, 1, 6, 6, 6, 1, 1, 6, 6, 1, 1, 6, 6, 6, 1, 1, 6, 6, 6, 1, 1, 6, 6, 6, 1, 1, 6, 6, 1, 1, 6, 6, 6, 1, 1]"
41,-11.999999999999973,109,True,119,"[6, 6, 2, 2, 1, 1, 1, 6, 6, 6, 2, 8, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 2, 2, 2, 1, 1, 1, 2, 2, 2, 5, 5, 5, 4, 4, 4, 2, 2, 2, 5, 5, 5, 5, 6, 6, 6, 6, 4, 4, 4, 4, 1, 1, 1, 1, 5, 6, 6, 6, 6, 8, 2, 5, 5, 5, 5, 2, 2, 2, 2, 5, 5, 5, 5, 5, 2, 2, 2, 2, 5, 5, 5, 5, 2, 2, 2, 2, 5, 5, 5, 5, 2, 2, 2, 2, 5, 5, 5, 5, 2, 2, 2, 2, 5, 5, 5, 5, 5, 2, 2, 2, 2, 5, 5, 5, 5, 2, 2, 2]"
40,-11.999999999999973,110,True,119,"[5, 1, 3, 5, 0, 0, 0, 6, 4, 4, 6, 4, 4, 4, 4, 1, 1, 4, 4, 4, 4, 1, 1, 1, 1, 1, 6, 6, 1, 1, 6, 6, 1, 1, 2, 2, 1, 1, 1, 2, 2, 1, 1, 2, 2, 1, 1, 1, 2, 2, 3, 3, 3, 3, 3, 3, 1, 1, 1, 1, 1, 1, 8, 8, 8, 0, 7, 2, 2, 0, 7, 0, 0, 7, 1, 1, 7, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6]"
49,-10.999999999999977,111,True,119,"[1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 5, 8, 8, 2, 2, 2, 3, 3, 6, 5, 5, 5, 8, 8, 1, 1, 1, 1, 6, 6, 6, 6, 6, 6, 4, 4, 4, 4, 5, 8, 1, 3, 3, 3, 3, 3, 6, 2, 7, 1, 1, 1, 1, 8, 8, 7, 7, 5, 8, 8, 2, 2, 2, 4, 4, 4, 4, 2, 2, 7, 7, 7, 6, 3, 4, 4, 4, 4, 8, 5, 5, 3, 3, 3, 3, 3, 5, 5, 5, 3, 8, 8, 6, 6, 6, 3, 3, 8, 8, 8, 8, 8, 3, 3, 3, 3, 3, 8, 8, 8, 8, 8, 4, 3, 3, 3, 3, 3, 4]"
38,-11.999999999999973,112,True,119,"[5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 8, 0, 2, 2, 2, 6, 6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 8, 6, 8, 6, 3, 8, 2, 2, 2, 2, 2, 2, 2, 6, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1]"
62,-10.999999999999977,113,True,119,"[3, 2, 2, 2, 2, 2, 4, 0, 2, 4, 4, 2, 2, 2, 2, 2, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 5, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 5, 5, 7, 3, 7, 5, 7, 0, 4, 4, 5, 5, 0, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5]"
26,-11.999999999999973,114,True,119,"[5, 5, 5, 1, 1, 1, 1, 0, 7, 7, 0, 1, 5, 1, 1, 0, 0, 0, 0, 0, 0, 0, 3, 6, 6, 2, 6, 3, 0, 6, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2]"
21,-11.999999999999973,115,True,119,"[5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 8, 8, 8, 3, 3, 3, 3, 3, 3, 2, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1]"
15,-11.999999999999973,116,True,119,"[2, 3, 3, 3, 3, 3, 3, 8, 8, 8, 8, 8, 8, 2, 2, 8, 5, 5, 1, 5, 3, 5, 5, 5, 8, 8, 8, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8]"
12,-11.999999999999973,117,True,119,"[6, 5, 4, 8, 8, 4, 4, 2, 6, 2, 4, 4, 8, 8, 8, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5]"
16,-11.999999999999973,118,True,119,"[7, 0, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 2, 3, 3, 2, 3, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8]"
64,-11.999999999999975,119,True,119,"[8, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 5, 6, 6, 6, 5, 3, 3, 3, 3, 3, 3, 3, 5, 5, 6, 6, 5, 5, 3, 3, 6, 5, 4, 4, 4, 2, 2, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 7, 7, 4, 4, 4, 4, 4, 4, 4, 5, 2, 7, 7, 7, 7, 7, 7, 7, 0, 2, 5, 5, 4, 4, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 4, 4, 4, 4, 4, 4, 1, 0]"
35,-11.999999999999973,120,True,119,"[7, 7, 7, 3, 0, 6, 1, 1, 1, 1, 1, 1, 1, 1, 5, 6, 6, 6, 6, 6, 6, 6, 6, 4, 4, 4, 4, 8, 2, 1, 1, 1, 1, 1, 1, 5, 6, 6, 6, 6, 6, 6, 0, 5, 5, 5, 5, 5, 5, 3, 3, 3, 3, 7, 5, 5, 5, 0, 7, 3, 6, 6, 6, 6, 6, 6, 6, 6, 2, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 3, 3, 3, 3, 4, 4, 4, 4, 8, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 8, 8, 8, 8, 5, 5, 5, 5, 5, 5, 3, 3, 3, 3, 5, 5, 5, 2, 2, 2, 2]"
24,-11.999999999999973,121,True,119,"[8, 6, 1, 1, 1, 4, 4, 4, 4, 1, 1, 2, 2, 2, 2, 5, 0, 7, 3, 6, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5]"
22,-11.999999999999973,122,True,119,"[6, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 7, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3]"
50,-11.999999999999973,123,True,119,"[8, 8, 7, 3, 0, 2, 2, 2, 1, 1, 1, 1, 3, 3, 1, 1, 1, 1, 2, 0, 2, 2, 2, 4, 4, 0, 1, 1, 1, 1, 1, 3, 3, 3, 7, 4, 4, 4, 4, 2, 2, 2, 2, 2, 2, 3, 3, 1, 1, 1, 1, 1, 4, 4, 3, 3, 3, 3, 2, 8, 8, 8, 8, 1, 1, 4, 8, 2, 2, 2, 2, 2, 2, 0, 3, 3, 8, 8, 7, 7, 4, 4, 7, 7, 1, 1, 1, 1, 1, 7, 7, 7, 1, 1, 4, 4, 4, 8, 1, 0, 7, 7, 7, 3, 3, 0, 2, 2, 1, 1, 2, 2, 8, 8, 8, 8, 2, 2, 2, 2]"
43,-11.999999999999973,124,True,119,"[2, 2, 2, 2, 8, 8, 8, 4, 1, 0, 2, 2, 2, 2, 2, 3, 3, 2, 5, 0, 7, 1, 4, 4, 4, 8, 1, 1, 1, 1, 1, 7, 7, 7, 7, 7, 7, 1, 1, 1, 1, 8, 8, 8, 8, 7, 7, 7, 7, 8, 8, 8, 8, 5, 4, 7, 7, 7, 7, 0, 3, 4, 4, 4, 4, 3, 3, 3, 3, 4, 4, 4, 4, 3, 3, 3, 3, 4, 4, 4, 4, 2, 2, 2, 2, 2, 4, 4, 4, 3, 3, 3, 3, 3, 3, 5, 5, 5, 5, 2, 2, 2, 2, 2, 4, 4, 2, 5, 5, 5, 8, 8, 8, 8, 2, 2, 2, 3, 5, 5]"
6,-10.999999999999977,125,True,119,"[0, 0, 8, 4, 2, 4, 4, 3, 5, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3]"
23,-11.999999999999973,126,True,119,"[3, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 8, 8, 8, 8, 8, 3, 3, 3, 3, 3, 8, 8, 8, 8, 8, 3, 3, 3, 3, 3, 8, 8, 8, 8, 8, 6, 3, 3, 3, 3, 3, 5, 5, 3, 7, 6, 6, 6, 6, 6, 6, 6, 1, 1, 1, 1, 1, 1, 1, 6, 6, 6, 6, 6, 6, 6, 2, 8, 4, 1, 1, 1, 1, 1, 1, 1, 4, 4, 4, 4, 4, 4, 1, 8, 7, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4]"
43,-10.999999999999973,127,True,119,"[7, 5, 5, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 8, 8, 8, 8, 7, 7, 7, 7, 6, 1, 1, 1, 5, 8, 8, 8, 8, 8, 8, 8, 8, 4, 0, 6, 7, 7, 7, 7, 7, 7, 7, 7, 2, 2, 2, 5, 5, 5, 0, 2, 2, 2, 4, 4, 4, 4, 4, 2, 8, 0, 6, 5, 5, 5, 1, 6, 6, 6, 3, 3, 3, 3, 3, 1, 1, 1, 3, 7, 5, 6, 6, 6, 5, 5, 5, 6, 6, 6, 0, 8, 8, 8, 8, 8, 5, 5, 5, 5, 7, 7, 7, 7, 7, 8, 8, 8, 8, 8, 8, 8, 8, 0, 2, 4, 7, 7, 7]"
12,-11.999999999999973,128,True,119,"[4, 7, 7, 7, 2, 2, 5, 5, 5, 6, 6, 6, 3, 0, 7, 3, 3, 3, 3, 3, 3, 5, 5, 1, 8, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8, 3, 8]"
52,-10.999999999999977,129,True,119,"[8, 6, 7, 3, 2, 1, 0, 1, 1, 1, 5, 2, 2, 2, 2, 5, 5, 5, 5, 2, 2, 2, 2, 5, 5, 5, 5, 3, 3, 3, 3, 0, 4, 2, 4, 0, 3, 2, 7, 7, 7, 7, 7, 7, 3, 3, 6, 4, 4, 4, 4, 4, 4, 6, 0, 4, 4, 6, 6, 8, 4, 3, 2, 5, 5, 7, 7, 1, 1, 1, 1, 5, 2, 2, 2, 2, 5, 5, 5, 5, 2, 2, 2, 2, 3, 5, 5, 5, 5, 8, 6, 6, 6, 6, 4, 4, 8, 6, 6, 1, 1, 1, 1, 7, 7, 7, 7, 7, 7, 7, 5, 5, 6, 6, 3, 1, 1, 8, 4, 2]"
43,-11.999999999999975,130,True,119,"[8, 8, 8, 7, 7, 6, 1, 1, 1, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 4, 4, 4, 4, 3, 3, 3, 3, 4, 4, 4, 4, 3, 3, 3, 3, 7, 4, 4, 4, 4, 5, 7, 7, 7, 7, 5, 5, 5, 5, 5, 7, 7, 7, 5, 3, 4, 4, 4, 4, 4, 6, 3, 3, 3, 3, 3, 6, 4, 4, 4, 4, 4, 4, 5, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 2, 3, 3, 3, 3, 3, 2, 4, 4, 4, 4, 4, 0, 3, 3, 3, 3, 3, 0, 4, 4, 4, 4, 4, 1, 3, 3, 3, 3, 3, 1, 4, 4, 4, 4]"
51,-10.999999999999977,131,True,119,"[4, 4, 4, 8, 8, 8, 8, 1, 1, 2, 4, 2, 4, 8, 8, 3, 3, 2, 3, 3, 8, 8, 8, 3, 3, 3, 8, 8, 8, 3, 3, 3, 8, 8, 8, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 8, 8, 8, 3, 3, 3, 8, 8, 8, 1, 1, 1, 1, 1, 1, 1, 3, 7, 8, 8, 8, 7, 7, 8, 8, 7, 7, 8, 8, 0, 7, 7, 8, 8, 7, 7, 8, 8, 7, 7, 8, 8, 8, 7, 7, 4, 4, 5, 5, 7, 8, 4, 3, 3, 0, 1, 4, 4, 1, 8, 6, 6, 6, 6, 6, 6, 6, 2, 7]"
