repeated_states,sum_reward,attempt,victory,total steps,actions
47,-11.999999999999973,165,True,119,"[5, 5, 5, 5, 5, 5, 4, 2, 2, 2, 2, 2, 2, 6, 4, 1, 1, 1, 1, 1, 0, 0, 6, 6, 6, 6, 6, 8, 0, 1, 1, 1, 1, 1, 1, 8, 6, 6, 6, 6, 6, 6, 1, 1, 1, 1, 1, 6, 6, 6, 6, 6, 1, 1, 1, 1, 1, 3, 3, 3, 6, 6, 1, 1, 2, 2, 2, 5, 5, 5, 6, 6, 6, 1, 1, 1, 3, 6, 6, 6, 6, 3, 7, 1, 1, 1, 8, 8, 7, 7, 8, 8, 0, 6, 6, 6, 6, 6, 7, 5, 5, 5, 5, 5, 1, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 3, 3, 2, 2, 2]"
41,-11.999999999999975,166,True,119,"[4, 2, 2, 4, 6, 1, 1, 0, 3, 3, 3, 3, 3, 8, 8, 8, 8, 8, 7, 7, 7, 7, 7, 5, 6, 6, 6, 6, 8, 8, 8, 0, 2, 6, 1, 5, 7, 7, 7, 7, 7, 7, 3, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4]"
10,-11.999999999999973,167,True,119,"[4, 4, 3, 2, 3, 7, 4, 4, 4, 5, 7, 7, 7, 5, 5, 1, 7, 4, 4, 6, 6, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6, 5, 6]"
54,-10.999999999999977,168,True,119,"[6, 3, 2, 4, 4, 4, 4, 0, 1, 1, 1, 1, 0, 7, 7, 8, 8, 8, 8, 7, 7, 7, 7, 0, 5, 3, 2, 2, 2, 8, 8, 8, 8, 8, 1, 6, 2, 4, 3, 3, 3, 3, 3, 3, 5, 4, 4, 4, 4, 4, 4, 0, 3, 3, 3, 3, 3, 3, 7, 2, 2, 0, 6, 4, 4, 7, 7, 7, 3, 5, 1, 1, 4, 4, 4, 4, 4, 4, 4, 6, 8, 0, 1, 5, 2, 3, 3, 3, 3, 3, 3, 3, 7, 7, 2, 2, 7, 3, 5, 5, 2, 2, 5, 5, 2, 2, 0, 5, 5, 8, 8, 8, 8, 8, 8, 8, 8, 3, 3, 3]"
70,-11.999999999999973,169,True,119,"[3, 3, 7, 7, 8, 8, 8, 7, 7, 7, 0, 6, 8, 8, 8, 5, 5, 4, 2, 2, 6, 4, 5, 5, 0, 7, 3, 1, 6, 6, 6, 1, 1, 6, 6, 6, 1, 1, 6, 6, 1, 1, 6, 6, 6, 1, 1, 6, 6, 6, 1, 1, 6, 6, 1, 1, 6, 6, 6, 1, 1, 6, 6, 1, 1, 6, 6, 6, 1, 1, 6, 6, 6, 1, 1, 6, 6, 1, 1, 6, 6, 6, 1, 1, 6, 6, 6, 1, 1, 6, 6, 1, 1, 6, 6, 6, 1, 1, 6, 6, 1, 1, 6, 6, 6, 1, 1, 6, 6, 6, 1, 1, 6, 6, 1, 1, 6, 6, 6, 1]"
1,-11.999999999999973,170,True,119,"[3, 7, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6]"
54,-10.999999999999979,171,True,119,"[1, 1, 8, 8, 8, 8, 8, 8, 8, 1, 8, 2, 2, 2, 2, 2, 2, 2, 0, 6, 8, 1, 1, 1, 1, 1, 1, 1, 8, 6, 6, 6, 6, 6, 6, 6, 3, 3, 1, 6, 6, 8, 1, 1, 5, 8, 8, 7, 7, 8, 8, 7, 7, 8, 8, 7, 7, 8, 8, 7, 7, 8, 8, 7, 7, 8, 8, 7, 7, 8, 8, 7, 7, 8, 8, 7, 7, 8, 8, 7, 7, 8, 8, 7, 7, 8, 8, 7, 7, 8, 8, 7, 7, 8, 8, 7, 7, 8, 8, 7, 7, 8, 8, 7, 7, 8, 8, 7, 7, 8, 8, 7, 7, 4, 4, 7, 7, 4, 4, 7]"
64,-11.999999999999973,172,True,119,"[0, 5, 7, 8, 8, 7, 7, 8, 8, 3, 3, 2, 2, 2, 2, 2, 2, 2, 8, 8, 2, 2, 3, 8, 8, 7, 7, 5, 5, 4, 7, 7, 3, 6, 4, 4, 6, 6, 4, 4, 1, 5, 6, 3, 3, 5, 5, 3, 3, 5, 5, 5, 5, 5, 5, 5, 1, 3, 7, 6, 6, 6, 6, 6, 6, 6, 8, 8, 6, 6, 8, 8, 0, 2, 7, 7, 7, 7, 7, 0, 4, 4, 7, 7, 4, 4, 7, 7, 7, 4, 4, 7, 7, 7, 4, 4, 7, 7, 4, 4, 7, 7, 7, 4, 4, 7, 7, 7, 4, 4, 7, 7, 7, 4, 4, 7, 7, 4, 4, 7]"
50,-11.999999999999975,173,True,119,"[7, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 1, 1, 1, 1, 3, 4, 4, 4, 7, 7, 7, 8, 8, 8, 7, 7, 7, 8, 8, 8, 5, 7, 7, 7, 7, 5, 8, 8, 8, 8, 7, 7, 7, 8, 8, 8, 7, 7, 7, 8, 8, 8, 7, 7, 7, 8, 8, 8, 7, 7, 7, 8, 8, 8, 7, 7, 7, 8, 8, 8, 8, 7, 7, 7, 8, 8, 8, 7, 7, 7, 8, 8, 8, 7, 7, 7, 8, 8, 8, 7, 7, 7, 8, 8, 8, 0, 7, 7, 7, 0, 2, 2, 2, 2, 8, 6, 0, 7, 7, 7, 7, 7, 7, 3, 0, 0, 6, 1, 1]"
48,-11.999999999999975,174,True,119,"[1, 8, 2, 6, 0, 4, 3, 3, 3, 3, 7, 7, 4, 4, 4, 4, 7, 7, 7, 7, 4, 4, 4, 4, 7, 7, 7, 7, 0, 4, 4, 4, 4, 6, 2, 0, 8, 7, 7, 7, 7, 1, 5, 8, 8, 8, 8, 5, 1, 7, 7, 7, 7, 7, 7, 8, 8, 8, 8, 7, 7, 7, 7, 7, 8, 8, 8, 8, 7, 7, 7, 7, 7, 8, 8, 8, 8, 7, 7, 7, 7, 7, 8, 8, 8, 8, 7, 7, 7, 7, 8, 8, 8, 8, 7, 7, 7, 7, 7, 8, 8, 8, 8, 7, 7, 7, 7, 7, 8, 8, 8, 8, 7, 7, 7, 7, 7, 8, 8, 8]"
0,0.0,175,False,0,[]
49,-11.999999999999973,176,True,119,"[4, 4, 4, 8, 8, 8, 8, 2, 2, 2, 7, 7, 5, 2, 7, 7, 3, 8, 8, 8, 3, 3, 3, 8, 8, 8, 6, 3, 3, 3, 6, 8, 8, 8, 8, 3, 3, 3, 8, 8, 8, 3, 3, 3, 8, 8, 8, 3, 3, 3, 8, 8, 8, 3, 3, 3, 8, 8, 8, 8, 3, 3, 3, 8, 8, 8, 3, 3, 3, 8, 8, 8, 3, 3, 3, 8, 8, 8, 1, 1, 1, 1, 3, 3, 3, 8, 8, 8, 0, 1, 1, 3, 3, 3, 3, 8, 8, 8, 8, 7, 7, 7, 7, 7, 8, 8, 8, 8, 7, 7, 7, 7, 8, 8, 8, 8, 7, 7, 7, 7]"
24,-11.999999999999973,177,True,119,"[6, 8, 8, 3, 3, 3, 8, 8, 8, 3, 3, 3, 8, 8, 8, 3, 3, 3, 7, 1, 8, 8, 8, 8, 1, 0, 7, 7, 7, 4, 4, 4, 7, 7, 7, 4, 4, 4, 7, 7, 7, 7, 4, 4, 4, 7, 7, 7, 4, 4, 4, 7, 7, 7, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5]"
42,-11.999999999999973,178,True,119,"[4, 1, 2, 3, 0, 3, 0, 5, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 0, 0, 0, 5, 5, 5, 3, 8, 8, 8, 5, 5, 0, 7, 8, 4, 2, 2, 2, 2, 2, 2, 4, 4, 8, 2, 0, 7, 7, 7, 7, 5, 5, 5, 3, 6, 7, 7, 6, 3, 3, 1, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6, 1, 6]"
54,-11.999999999999979,179,True,119,"[5, 8, 0, 6, 7, 7, 4, 4, 2, 7, 7, 7, 7, 2, 7, 4, 4, 1, 2, 2, 7, 7, 4, 4, 7, 7, 4, 4, 7, 7, 0, 6, 1, 1, 4, 4, 1, 1, 1, 4, 6, 6, 6, 6, 0, 3, 3, 4, 4, 7, 7, 1, 1, 5, 8, 8, 7, 7, 7, 4, 4, 4, 3, 3, 3, 0, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 4, 4, 4, 1, 1, 1, 5, 2, 2, 2, 2, 8, 5, 5, 5, 5, 5, 3, 3, 8, 8, 7, 7, 5, 5, 5, 5, 2, 2, 2, 2, 2, 2, 8, 8, 7, 7, 7, 3, 1, 1, 1]"
33,-11.999999999999973,180,True,119,"[1, 1, 1, 6, 6, 6, 6, 6, 0, 5, 5, 5, 5, 5, 8, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 7, 8, 8, 8, 8, 8, 8, 8, 8, 5, 5, 5, 5, 5, 7, 7, 7, 7, 2, 2, 2, 2, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 7, 7, 7, 7, 7, 7, 7, 7, 5, 0, 2, 2, 1, 1, 4, 4, 4, 4, 4, 4, 4, 4, 6, 6, 8, 2, 4, 1, 1, 1, 1, 1, 4, 0, 2, 2, 2, 2, 2, 5, 5, 5, 5, 5, 7, 7, 7, 7, 2, 2, 2, 2, 5, 5, 5, 5]"
64,-11.999999999999973,181,True,119,"[6, 6, 8, 2, 0, 7, 5, 5, 5, 5, 3, 1, 7, 4, 0, 2, 2, 2, 2, 4, 4, 2, 8, 1, 0, 3, 3, 3, 5, 5, 5, 0, 3, 7, 6, 6, 6, 1, 1, 1, 8, 6, 6, 6, 2, 4, 4, 6, 7, 7, 4, 4, 7, 7, 5, 5, 5, 4, 6, 6, 6, 4, 4, 5, 7, 7, 5, 5, 5, 6, 6, 6, 5, 5, 5, 6, 6, 6, 6, 5, 5, 5, 6, 6, 6, 6, 6, 5, 5, 5, 6, 6, 6, 6, 5, 5, 5, 6, 6, 6, 6, 5, 5, 5, 6, 6, 6, 6, 5, 5, 5, 6, 6, 6, 6, 6, 5, 5, 5, 6]"
52,-11.999999999999973,182,True,119,"[6, 6, 6, 2, 2, 5, 5, 5, 2, 2, 2, 4, 5, 5, 5, 5, 4, 2, 2, 2, 2, 8, 5, 5, 5, 1, 8, 2, 2, 2, 0, 1, 1, 1, 0, 2, 2, 2, 1, 1, 1, 2, 2, 2, 1, 1, 1, 2, 2, 2, 1, 1, 1, 2, 2, 2, 1, 1, 1, 2, 2, 2, 7, 1, 1, 1, 7, 7, 1, 3, 3, 3, 3, 3, 3, 5, 5, 1, 2, 2, 2, 3, 3, 7, 6, 6, 6, 2, 1, 1, 1, 1, 5, 7, 2, 2, 2, 2, 3, 6, 7, 5, 5, 5, 5, 6, 6, 6, 6, 5, 5, 5, 5, 6, 6, 6, 6, 5, 5, 5]"
44,-10.999999999999979,183,True,119,"[5, 5, 5, 1, 6, 6, 6, 6, 6, 1, 1, 1, 1, 1, 0, 3, 6, 6, 6, 6, 6, 2, 7, 7, 7, 3, 8, 8, 8, 0, 3, 3, 3, 1, 1, 1, 3, 3, 3, 5, 5, 5, 0, 4, 7, 7, 7, 7, 1, 8, 8, 8, 8, 2, 2, 2, 2, 3, 3, 3, 3, 6, 1, 1, 1, 1, 2, 2, 2, 2, 8, 8, 8, 8, 8, 8, 8, 8, 1, 1, 1, 1, 4, 2, 2, 2, 2, 2, 8, 6, 7, 7, 7, 0, 4, 4, 4, 3, 3, 3, 5, 5, 5, 1, 3, 3, 3, 4, 4, 4, 4, 1, 1, 0, 6, 6, 6, 6, 3, 3]"
26,-11.999999999999975,184,True,119,"[4, 4, 4, 4, 4, 5, 5, 7, 7, 0, 0, 0, 0, 0, 3, 3, 6, 6, 6, 8, 0, 8, 6, 3, 3, 3, 1, 1, 3, 3, 3, 3, 7, 6, 6, 6, 5, 5, 5, 1, 8, 8, 8, 8, 8, 6, 6, 8, 8, 1, 1, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2, 5, 2]"
39,-11.999999999999973,185,True,119,"[2, 1, 1, 2, 2, 2, 6, 5, 5, 3, 7, 8, 6, 6, 6, 8, 8, 8, 6, 6, 6, 6, 0, 2, 8, 8, 7, 7, 7, 7, 7, 7, 7, 7, 4, 4, 4, 4, 4, 4, 4, 4, 2, 3, 3, 3, 3, 3, 3, 3, 3, 5, 0, 2, 6, 8, 8, 8, 8, 8, 8, 8, 8, 8, 1, 6, 6, 0, 5, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 8, 8, 8, 8, 8, 8, 8, 8, 3, 3, 3, 3, 3, 3, 3, 3, 8, 8, 8, 8, 8, 8, 8, 8, 3, 3, 3, 3, 3, 3, 3, 3, 8, 8, 8, 8, 8, 8, 8, 8]"
32,-10.999999999999977,186,True,119,"[8, 3, 3, 3, 3, 8, 8, 8, 8, 3, 3, 3, 3, 7, 8, 8, 8, 8, 4, 7, 7, 7, 7, 4, 4, 4, 4, 7, 7, 7, 7, 4, 4, 4, 4, 7, 7, 7, 7, 4, 4, 4, 4, 7, 7, 7, 7, 4, 4, 4, 4, 7, 7, 7, 7, 4, 4, 4, 4, 7, 7, 7, 7, 4, 4, 4, 4, 7, 7, 7, 7, 4, 4, 4, 4, 1, 7, 7, 7, 7, 7, 1, 1, 1, 4, 4, 4, 4, 4, 4, 4, 7, 7, 7, 7, 7, 7, 7, 7, 4, 4, 4, 4, 4, 4, 4, 4, 1, 1, 5, 7, 3, 3, 3, 3, 3, 4, 4, 4, 4]"
54,-10.999999999999977,187,True,119,"[4, 4, 8, 0, 3, 3, 7, 6, 0, 5, 5, 1, 8, 4, 3, 3, 3, 2, 0, 4, 4, 4, 4, 4, 5, 4, 1, 1, 0, 8, 6, 0, 2, 2, 2, 0, 8, 4, 7, 7, 4, 4, 5, 5, 5, 5, 7, 1, 4, 6, 6, 6, 6, 3, 3, 1, 1, 1, 3, 3, 3, 6, 6, 1, 1, 8, 8, 8, 8, 4, 5, 5, 6, 6, 6, 6, 3, 3, 5, 5, 5, 6, 6, 6, 6, 3, 0, 2, 5, 5, 5, 5, 7, 7, 7, 8, 8, 8, 8, 5, 5, 2, 2, 2, 2, 5, 5, 5, 5, 2, 2, 2, 2, 5, 5, 5, 5, 3, 2, 2]"
41,-11.999999999999973,188,True,119,"[2, 2, 8, 8, 8, 2, 2, 0, 3, 8, 5, 5, 6, 6, 7, 5, 5, 1, 1, 7, 7, 7, 7, 7, 7, 1, 1, 1, 6, 6, 6, 6, 5, 5, 5, 5, 7, 7, 7, 7, 4, 4, 4, 4, 4, 4, 6, 6, 6, 4, 4, 4, 7, 7, 7, 7, 7, 5, 5, 5, 3, 3, 3, 3, 1, 0, 6, 6, 6, 6, 6, 6, 4, 4, 4, 7, 7, 7, 5, 5, 5, 5, 5, 5, 2, 2, 2, 2, 2, 2, 4, 4, 4, 5, 2, 8, 7, 7, 7, 0, 1, 1, 1, 1, 1, 1, 8, 8, 8, 8, 8, 8, 1, 7, 7, 7, 7, 7, 7, 6]"
47,-11.999999999999973,189,True,119,"[6, 8, 8, 6, 7, 7, 7, 2, 3, 0, 1, 6, 8, 8, 8, 4, 5, 5, 5, 1, 1, 1, 1, 1, 1, 0, 5, 4, 3, 3, 3, 3, 3, 3, 3, 3, 8, 8, 8, 8, 8, 8, 8, 8, 2, 2, 2, 2, 2, 3, 3, 3, 7, 2, 8, 8, 8, 6, 4, 5, 5, 5, 5, 5, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 6, 5, 5, 4, 4, 4, 4, 4, 4, 4, 4, 6, 6, 6, 6, 6, 7, 7, 7, 6, 0, 5, 1, 4, 4, 4, 4, 1, 1, 1, 1, 1, 1, 1, 7, 7, 7, 7, 7, 7, 7, 7, 1, 4, 4, 4]"
78,-10.999999999999977,190,True,119,"[6, 6, 4, 4, 4, 4, 4, 4, 1, 8, 8, 8, 8, 8, 8, 8, 8, 8, 2, 8, 7, 0, 0, 0, 0, 7, 3, 8, 8, 3, 3, 8, 8, 3, 3, 5, 5, 8, 3, 6, 6, 2, 8, 8, 5, 6, 3, 3, 3, 5, 5, 5, 5, 6, 6, 5, 5, 6, 6, 5, 5, 1, 6, 6, 1, 1, 6, 6, 1, 1, 6, 6, 1, 1, 6, 6, 1, 1, 6, 6, 1, 1, 1, 6, 6, 1, 1, 6, 6, 1, 1, 4, 6, 6, 4, 4, 8, 5, 5, 1, 7, 7, 8, 8, 7, 7, 4, 4, 0, 5, 5, 4, 6, 4, 8, 2, 2, 2, 5, 5]"
12,-11.999999999999973,191,True,119,"[2, 4, 2, 2, 5, 5, 5, 4, 2, 2, 4, 5, 5, 2, 2, 5, 5, 6, 6, 7, 7, 5, 4, 5, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4, 7, 4]"
50,-10.999999999999973,192,True,119,"[7, 6, 8, 2, 1, 5, 4, 4, 3, 3, 3, 3, 3, 0, 0, 4, 4, 4, 5, 0, 3, 3, 3, 1, 1, 3, 3, 5, 4, 4, 0, 2, 2, 2, 2, 2, 2, 2, 5, 5, 5, 5, 5, 5, 5, 8, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 6, 2, 7, 8, 8, 8, 8, 8, 8, 8, 8, 5, 5, 5, 7, 7, 7, 7, 0, 8, 8, 8, 8, 2, 2, 2, 4, 6, 1, 1, 1, 0, 7, 7, 7, 7, 3, 6, 6, 6, 6, 3, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 7, 2, 2, 2, 2, 2, 2, 2]"
23,-11.999999999999973,193,True,119,"[2, 7, 7, 7, 3, 7, 7, 7, 6, 5, 4, 1, 7, 7, 7, 7, 4, 5, 5, 5, 0, 0, 0, 0, 0, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3, 4, 3]"
54,-11.999999999999973,194,True,119,"[3, 0, 0, 5, 5, 0, 1, 0, 0, 0, 0, 2, 2, 2, 0, 0, 5, 5, 5, 4, 4, 4, 0, 5, 1, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 1, 1, 1, 2, 2, 2, 5, 5, 5, 3, 3, 3, 0, 2, 5, 5, 5, 4, 1, 2, 2, 2, 6, 1, 1, 1, 8, 6, 6, 6, 8, 8, 8, 8, 8, 6, 6, 6, 1, 1, 1, 1, 4, 4, 4, 4, 2, 2, 2, 2, 0, 8, 6, 1, 1, 1, 1, 1, 1, 5, 4, 3, 3, 3, 6, 6, 6, 4, 4, 4, 3, 3, 3, 3, 3, 3, 6, 6, 5, 5, 8, 8, 8]"
38,-11.999999999999973,195,True,119,"[8, 4, 4, 4, 4, 4, 6, 6, 6, 6, 0, 1, 1, 1, 1, 1, 1, 4, 4, 4, 8, 5, 5, 3, 3, 3, 3, 3, 3, 2, 2, 0, 1, 1, 5, 8, 8, 8, 8, 8, 8, 8, 7, 7, 7, 7, 7, 7, 7, 6, 6, 8, 8, 8, 8, 8, 8, 4, 6, 7, 7, 7, 7, 7, 7, 7, 0, 5, 2, 2, 2, 2, 6, 4, 1, 1, 1, 1, 3, 8, 8, 8, 8, 8, 8, 8, 8, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 8, 3, 1, 1, 1, 1, 8, 8, 8, 8, 8, 8, 8, 1, 1, 2, 2, 5, 5, 3, 3, 3]"
58,-11.999999999999973,196,True,119,"[7, 5, 5, 5, 5, 0, 3, 3, 0, 6, 8, 8, 8, 6, 5, 5, 5, 6, 6, 6, 2, 0, 3, 3, 3, 5, 2, 8, 8, 8, 1, 1, 1, 8, 8, 8, 2, 2, 1, 1, 1, 8, 8, 3, 3, 3, 5, 5, 1, 1, 2, 2, 2, 2, 8, 8, 5, 5, 3, 3, 0, 5, 5, 5, 2, 2, 2, 2, 8, 8, 0, 5, 5, 2, 2, 2, 1, 1, 1, 3, 3, 6, 6, 4, 4, 1, 1, 3, 3, 6, 6, 1, 1, 1, 1, 4, 4, 8, 3, 7, 2, 2, 2, 2, 1, 1, 1, 1, 3, 6, 6, 6, 6, 8, 8, 5, 5, 0, 4, 4]"
44,-11.999999999999975,197,True,119,"[6, 3, 3, 3, 8, 8, 8, 2, 2, 2, 2, 0, 4, 4, 4, 1, 1, 3, 3, 3, 5, 5, 5, 8, 0, 4, 3, 3, 3, 1, 1, 1, 6, 6, 6, 6, 2, 1, 1, 1, 1, 3, 3, 4, 4, 4, 4, 4, 4, 2, 2, 1, 1, 3, 3, 3, 3, 3, 3, 6, 0, 2, 8, 8, 8, 8, 8, 8, 5, 2, 2, 5, 5, 2, 2, 0, 6, 5, 5, 3, 3, 3, 3, 3, 3, 7, 5, 8, 8, 8, 8, 8, 8, 8, 1, 7, 7, 7, 7, 7, 7, 8, 8, 8, 8, 8, 8, 7, 7, 7, 7, 7, 7, 8, 8, 8, 8, 8, 8, 8]"
38,-11.999999999999973,198,True,119,"[7, 7, 7, 3, 1, 8, 8, 8, 8, 6, 4, 0, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 3, 3, 3, 3, 0, 2, 2, 2, 1, 1, 1, 7, 2, 2, 2, 4, 4, 4, 4, 4, 4, 6, 6, 6, 6, 6, 6, 4, 2, 7, 8, 1, 1, 1, 1, 1, 1, 0, 5, 8, 3, 3, 3, 3, 3, 3, 3, 7, 8, 8, 8, 8, 8, 8, 7, 7, 7, 7, 7, 7, 8, 8, 8, 8, 8, 8, 6, 6, 6, 6, 6, 6, 3, 5, 5, 5, 5, 5, 5, 3, 3, 3, 3, 3, 3, 6, 5, 5, 5, 6, 6, 6, 5, 5]"
39,-11.999999999999973,199,True,119,"[5, 6, 0, 1, 8, 8, 8, 1, 3, 3, 3, 7, 0, 1, 8, 8, 8, 6, 6, 6, 6, 2, 5, 5, 5, 5, 2, 2, 2, 2, 5, 5, 5, 5, 0, 2, 2, 2, 2, 4, 4, 7, 7, 7, 7, 7, 7, 7, 3, 4, 4, 4, 4, 4, 4, 4, 0, 2, 3, 3, 3, 3, 3, 3, 3, 6, 6, 6, 6, 6, 5, 5, 5, 5, 5, 5, 2, 2, 2, 2, 2, 2, 8, 8, 8, 8, 8, 5, 5, 3, 3, 3, 3, 1, 1, 1, 1, 1, 1, 0, 2, 2, 2, 2, 2, 2, 2, 7, 7, 7, 8, 8, 8, 8, 8, 8, 5, 5, 6, 6]"
